#;Word;GRAM
310;ak?ibhruva ;n
311;ak?imant ;adj
312;ak?iroga ;m
313;ak?isa?tarjana ;n
314;ak?isyanda ;m
315;ak???a ;adj
316;ak??ba ;n
317;ak??ba ;m
318;ak??ba ;adj
319;ak??yam??a ;adj
320;ak??ra ;m
321;ak??ra ;adj
322;ak?u??a ;adj
323;ak?udr? ;f
324;ak?udra ;adj
325;ak?ubdha ;adj
326;ak?etrin ;adj
327;ak?etra ;adj
328;ak?etra ;n
329;ak?etr?kara?a ;n
330;ak?ema ;n
331;ak?o?a ;m
332;ak?o?a ;m
333;ak?obha ;adj
334;ak?obha ;m
335;ak?obhya ;adj
336;ak?obhya ;m
337;ak?audra ;adj
338;ak?auhi?? ;f
339;ak??a ;adj
340;ak??ay? ;ind
341;akha?va ;adj
342;akha??a ;adj
343;akha??adv?da?? ;f
344;akha??adv?da??vratakathana ;n
345;akha??ana ;n
346;akha??ita ;adj
347;akha??ya ;adj
348;akharva ;adj
349;akh?ta ;mn
350;akh?dant ;adj
351;akhinna ;adj
352;akhila ;adj
353;akhil?tman ;m
354;akhil?k? ;8. ?.
355;akhilena ;ind
356;akheda ;adj
357;akheda ;m
358;akhedita ;adj
359;akhy?ti ;f
360;aga ;m
361;agacchant ;adj
362;agaja ;adj
363;agaj?vallabha ;m
364;aga?ita ;adj
365;aga?eya ;adj
366;aga?ya ;adj
367;aga?yam?na ;adj
368;agata ;adj
369;agata ;n
370;agati ;adj
371;agati ;f
372;agatika ;adj
373;agat?ka ;adj
374;agatvara ;adj
375;agatv? ;ind
376;agada ;adj
377;agada ;mn
378;agada?kara ;adj
379;agada?k?ra ;m
380;agant? ;adj
381;agandha ;adj
382;agandharva ;m
383;agandhika ;n
384;agama ;adj
385;agama ;m
386;agamana ;n
387;agambh?ra ;adj
388;agamya ;adj
389;agamy? ;f
390;agamy?gaman?ya ;adj
391;agaru ;mn
392;agar?yas ;adj
393;agarbhin ;adj
394;agarbha ;adj
395;agarbhaka ;adj
396;agarva ;adj
397;agarvya ;m
398;agarh? ;f
399;agarha??ya ;adj
400;agarhita ;adj
401;agarhya ;adj
402;agalita ;adj
403;agava ;adj
404;agasti ;m
405;agastika ;m
406;agastya ;mn
407;agastyat?rtha ;n
408;agastyasa?hit? ;f
409;agasty?rghya ;n
410;agasty?rghyavrata ;n
411;agastye?a ;n
412;agastye?vara ;n
413;agastye?varat?rtham?h?tmyavar?ana ;n
414;agastyodaya ;m
415;agahvara ;adj
416;ag??ha ;adj
417;ag?dha ;adj
418;ag?dha ;m
419;ag?ndharva ;m
420;ag?ra ;mn
421;ag?raka ;n
422;ag?rad?hin ;m
423;ag?radh?ma ;m
424;ag?rika ;adj
425;agu?a ;adj
426;agu?a ;m
427;agu?avant ;adj
428;agupta ;adj
429;aguru ;adj
430;aguru ;mn
431;aguruka ;m
432;aguhya ;adj
433;ag?ddhi ;f
434;ag?ha ;adj
435;ag?h?ta ;adj
436;ag?h?ant ;adj
437;ag?hya ;ind
438;ag?hyam??a ;adj
439;ago ;m
440;agocara ;adj
441;agocaratva ;n
442;agocare?a ;ind
443;agotr? ;f
444;agotra ;n
445;agotracara?a ;adj
446;agopa ;adj
447;agopayant ;adj
448;agop?la ;adj
449;agopt? ;adj
450;agaura ;adj
451;agaurava ;adj
452;ag??ha ;adj
453;ag??hagandha ;mn
454;agni ;m
455;agn?y? ;f
456;agnik? ;f
457;agnika ;m
458;agnika?a ;m
459;agnikar?ik? ;f
460;agnikarman ;n
461;agnikarmavidhi ;m
462;agnik?rya ;n
463;agnik???ha ;n
464;agnik??a ;m
465;agniku??a ;n
466;agnikum?ra ;m
467;agnikum?raka ;m
468;agniketu ;m
469;agniko?a ;m
470;agnigarbha ;m
471;agnigarbh? ;f
472;agnig?ha ;n
473;agnicity? ;f
474;agnija ;adj
475;agnija ;m
476;agnij?ra ;m
477;agnij?raka ;n
478;agnijihv? ;f
479;agnijihvaka ;m
480;agnijv?l? ;f
481;agnijv?la ;m
482;agnit? ;f
483;agnit?rtha ;n
484;agnit?rtham?h?tmyavar?ana ;n
485;agnitu??? ;f
486;agnitu??ava?? ;f
487;agnitejas ;m
488;agnitraya ;n
489;agnitret? ;f
490;agnida ;m
491;agnidagdha ;m
492;agnidaman? ;f
493;agnid?ha ;m
494;agnidi? ;f
495;agnid?pt? ;f
496;agnid?pti ;f
497;agnidhamana ;mf
498;agnidh?r? ;f
499;agninakra ;m
500;agniniry?sa ;m
501;agnipar?? ;f
502;agniparvata ;m
503;agnip?dapa ;m
504;agnipu?pik? ;f
505;agniprabh? ;f
506;agniprave?a ;m
507;agniprave?ana ;n
508;agniphal? ;f
509;agnibaddha ;adj
510;agnibandha ;m
511;agnib?hu ;m
512;agnimant ;adj
513;agnimathana ;m
514;agnimantha ;m
515;agnimanthaka ;m
516;agnimanthana ;m
517;agnim?ndya ;n
518;agnimukh? ;f
519;agnimukha ;m
520;agnirasa ;m
521;agnirasat?rtham?h?tmyavar?ana ;n
522;agnirohi?? ;f
523;agnivaktr? ;f
524;agnivaktraka ;m
525;agnivar?? ;f
526;agnivar?a ;adj
527;agnivar?a ;m
528;agnivallabha ;m
529;agniv?sas ;adj
530;agniv?ha ;m
531;agnivisarpa ;m
532;agniv?sarpa ;m
533;agniv?ddhi ;f
534;agnivella ;m
535;agnive?a ;m
536;agnive?ya ;m
537;agnivrata ;n
538;agni??l? ;f
539;agni?ikh? ;f
540;agni?ikha ;m
541;agni?iras ;n
542;agni?a?ga ;m
543;agni?oma ;m
544;agni??a ;m
545;agni??aka ;m
546;agni??ut ;m
547;agni??oma ;m
548;agni??u ;m
549;agni?v?tta ;m
550;agnisaprabh? ;f
551;agnisambhava ;m
552;agnisah?ya ;m
553;agnisa?sk?ra ;m
554;agnisa?spar?? ;f
555;agnis?t ;ind
556;agnis?da ;m
557;agnis?ra ;n
558;agnisekhara ;n
559;agnisomayantra ;n
560;agnisv?tta ;m
561;agnihotrin ;adj
562;agnihotra ;n
563;agnihotrika ;adj
564;agn?dh ;m
565;agn?dhra ;m
566;agn??oma ;m
567;agn??om?ya ;adj
568;agn??om?yatva ;n
569;agneyik? ;f
570;agnaukara?a ;n
571;agnyag?ra ;m
572;agny?dheya ;n
573;agny?hita ;m
574;agnyutp?ta ;m
575;agra ;adj
576;agra ;n
577;agraka ;n
578;agrakara ;m
579;agraga ;m
580;agraga?ya ;adj
581;agrag?min ;adj
582;agraja ;m
583;agraj? ;f
584;agrajanman ;m
585;agra?? ;f
586;agrat? ;f
587;agratas ;ind
588;agrathita ;adj
589;agranthi ;adj
590;agranthita ;adj
591;agrabhuj ;djma
592;agramahi?? ;f
593;agray?yin ;m
594;agrayodhin ;m
595;agrar?pa ;n
596;agravakra ;n
597;agravarti ;f
598;agra?as ;ind
599;agrasena ;m
600;agrasta ;adj
601;agraha ;adj
602;agraha ;m
603;agraha?a ;n
604;agraha??ya ;adj
605;agrah?ra ;m
606;agr?mya ;adj
607;agr?myat? ;f
608;agr?sana ;n
609;agr?ha ;adj
610;agr?hin ;adj
611;agr?hya ;adj
612;agr?hyaka ;adj
613;agrima ;adj
614;agriya ;n
615;agr?bh? ;1. ?.
616;agr?ya ;adj
617;agr?va ;adj
618;agre ;ind
619;agre?a ;ind
620;agretana ;adj
621;agredidhi?u ;f
622;agredidhi?u ;m
623;agrevadha ;m
624;agresara ;adj
625;agropahara??ya ;m
626;agry? ;f
627;agrya ;adj
628;agryat? ;f
629;agl?na ;adj
630;agl?ni ;f
631;agha ;adj
632;agha ;n
633;agha?a ;m
634;aghana ;adj
635;aghamar?a?a ;n
636;aghamar?a?a ;m
637;aghavant ;adj
638;agh?tin ;adj
639;agh?yu ;adj
640;agh?sura ;m
641;agh??a ;adj
642;agh??in ;adj
643;agh?ta ;adj
644;aghora ;adj
645;aghora ;m
646;aghor? ;f
647;aghoraghorar?pa ;m
648;aghoratara ;adj
649;aghor?stra ;n
650;aghore?a ;n
651;agho?a ;m
652;aghnant ;adj
653;aghnya ;m
654;aghny? ;f
655;aghratva ;n
656;aghr??a ;n
657;aghreya ;adj
658;a? ;m
659;a?ka ;mn
660;a?kadh? ;ind
661;a?kana ;n
662;a?kay ;10. P.
663;a?kalo?ya ;m
664;a?k?ra ;m
665;a?k?lo?ya ;n
666;a?kura ;mn
667;a?kuravant ;adj
668;a?kurita ;adj
669;a?kul? ;f
670;a?kullam?la ;n
671;a?ku?a ;mn
672;a?ku?? ;f
673;a?ko?a ;m
674;a?ko?ha ;m
675;a?kola ;n
676;a?kola ;mf
677;a?kolaka ;mn
678;a?kolla ;m
679;a?kollaka ;m
680;a?kya ;m
681;a?k?ra ;m
682;a?k?re?vara ;n
683;a?k?re?varat?rtham?h?tmyavar?ana ;n
684;a?ga ;adj
685;a?ga ;n
686;a?ga ;m
687;a?gas ;n
688;a?gin ;adj
689;a?ga ;ind
690;a?gaka ;n
691;a?gakriy? ;f
692;a?gak?ay? ;f
693;a?gagraha ;m
694;a?gac??a ;m
695;a?gach?y? ;f
696;a?gaja ;m
697;a?gaj? ;f
698;a?ga?a ;n
699;a?gat? ;f
700;a?gatva ;n
701;a?gadin ;adj
702;a?gada ;m
703;a?gad? ;f
704;a?gada ;n
705;a?gad?y? ;f
706;a?gan? ;f
707;a?gan?priya ;m
708;a?gan?yak? ;f
709;a?gan?yik? ;f
710;a?gany?sa ;m
711;a?gapa?caka ;n
712;a?gabha?ga ;m
713;a?gamantra ;mn
714;a?gamarda ;m
715;a?gamardaka ;m
716;a?gamudr? ;f
717;a?gamejayatva ;n
718;a?gaya??i ;f
719;a?gar?ga ;m
720;a?gar?ja ;m
721;a?garuha ;n
722;a?galop? ;f
723;a?gavant ;adj
724;a?gavik?ti ;f
725;a?gavik?epa ;m
726;a?gavid?hit? ;f
727;a?gavidy? ;f
728;a?gavyath? ;f
729;a?gasa?ga ;m
730;a?gas?da ;m
731;a?gah?ra ;m
732;a?g??gi ;ind
733;a?g?ra ;mn
734;a?g?ra ;m
735;a?g?ri ;f
736;a?g?raka ;m
737;a?g?rakat?rtham?h?tmyavar?ana ;n
738;a?g?rakadina ;mn
739;a?g?rakama?i ;m
740;a?g?rak??ana ;m
741;a?g?rako??h? ;f
742;a?g?rako??hik? ;f
743;a?g?ragart? ;f
744;a?g?ragranthika ;m
745;a?g?rac??aka ;m
746;a?g?radh?n? ;f
747;a?g?radh?nik? ;f
748;a?g?radh?ma ;mn
749;a?g?rapar?a ;m
750;a?g?rapar?aka ;m
751;a?g?rapar?at? ;f
752;a?g?ravat? ;f
753;a?g?ravar?? ;f
754;a?g?ravall? ;f
755;a?g?ravallar? ;f
756;a?g?ravallik? ;f
757;a?g?rav?hik? ;f
758;a?g?ravrata ;n
759;a?g?ra?aka?? ;f
760;a?g?ra??lya ;adj
761;a?g?rit? ;f
762;a?g?ri??ha ;m
763;a?g?re?a ;n
764;a?g?re?vara ;n
765;a?gika ;adj
766;a?giras ;m
767;a?girasa ;m
768;a?g?kara?a ;n
769;a?g?k?ra ;m
770;a?g?k? ;8. P.
771;a?gur? ;f
772;a?gur?ya ;mn
773;a?gula ;mn
774;a?guli ;mf
775;a?gulaka ;n
776;a?gular?ji ;m
777;a?gulik? ;f
778;a?gulit??itak? ;f
779;a?gulitra ;n
780;a?gulitravant ;adj
781;a?gulive??ana ;n
782;a?guli?astraka ;n
783;a?gul?ka ;n
784;a?gul?phal? ;f
785;a?gul?ya ;n
786;a?gul?yaka ;n
787;a?gul??astra ;n
788;a?gul??astraka ;n
789;a?gul?sambh?ta ;m
790;a?gu??h? ;f
791;a?gu??ha ;m
792;a?gu??haka ;n
793;a?ghri ;m
794;a?ghrika ;m
795;a?ghripa ;m
796;a?ghripar?? ;f
797;a?ghrivallik? ;f
798;a?ghris?nuj? ;f
799;ac ;m
800;acakita ;adj
801;acakorat? ;f
802;acakra ;adj
803;acak?us ;n
804;acak?u?ka ;adj
805;acak?u??va ;n
806;acak?u?mant ;adj
807;acak?u?ya ;adj
808;aca?krama?a ;n
809;aca?cala ;adj
810;aca??a ;adj
811;acandra ;adj
812;acandrika ;adj
813;acapala ;adj
814;acarant ;adj
815;acara ;adj
816;acara?a ;adj
817;acarama ;adj
818;acarita ;adj
819;acaritavant ;adj
820;acarit?rtha ;adj
821;acarit?rthatva ;n
822;acala ;adj
823;acala ;m
824;acal? ;f
825;acalat? ;f
826;acalana ;n
827;acalana ;adj
828;acalasasya ;m
829;acalita ;adj
830;acale?vara ;m
831;ac?k?u?a ;adj
832;ac?pala ;n
833;ac?palya ;n
834;ac?ru ;adj
835;ac?rita ;adj
836;ac?lya ;adj
837;acikits? ;f
838;acikitsita ;adj
839;acikitsya ;adj
840;acikitsyam?na ;adj
841;acit ;f
842;acit ;adj
843;acitta ;adj
844;acittaka ;adj
845;acint? ;f
846;acintana ;n
847;acintayant ;adj
848;acintayitv? ;ind
849;acintita ;adj
850;acintya ;adj
851;acintya ;m
852;acintya ;ind
853;acintyaja ;m
854;acintyat? ;f
855;acintyastava ;m
856;acintv? ;ind
857;acira ;adj
858;aciradyuti ;f
859;acirantana ;adj
860;acirantara ;adj
861;aciraprabh? ;f
862;aciram ;ind
863;acir?t ;ind
864;acire?a ;ind
865;acihna ;n
866;ac?r?a ;adj
867;acetas ;adj
868;acetan? ;f
869;acetana ;adj
870;acetasya ;adj
871;acet?na ;adj
872;acetita ;adj
873;acetyam?na ;adj
874;ace??a ;adj
875;ace??ana ;n
876;ace??am?na ;adj
877;acaitanya ;n
878;acok?a ;adj
879;acodana ;n
880;acodita ;adj
881;acodya ;adj
882;acodyam?na ;adj
883;acora ;m
884;acauk?a ;adj
885;acaura ;m
886;accha ;adj
887;accha ;ind
888;acchatara ;adj
889;acchataila ;m
890;acchanna ;adj
891;acchasur? ;f
892;acch?ya ;adj
893;acch?v?ka ;m
894;acchidyam?na ;adj
895;acchidra ;adj
896;acchinna ;adj
897;acch?k? ;8. P.
898;acchedya ;adj
899;acchod? ;f
900;acchoda ;n
901;acchodaka ;adj
902;acyuti ;f
903;acyuta ;adj
904;acyuta ;m
905;acyutat? ;f
906;acyutaru? ;f
907;acyutasthala ;n
908;acyut?graja ;m
909;acyut?yus ;m
910;acyut?v?sa ;m
911;acyutottara ;n
912;ac?r?a ;adj
913;ac?r?ita ;adj
914;achattra ;adj
915;achala ;adj
916;achittv? ;ind
917;achidrat? ;f
918;achibh?ta ;adj
919;achedya ;adj
920;aji ;m
921;aj? ;f
922;aja ;m
923;aj? ;f
924;aja ;adj
925;ajaka ;m
926;ajak? ;f
927;ajakar?? ;f
928;ajakar?a ;m
929;ajakar?aka ;m
930;ajak?j?ta ;n
931;ajak??ran??a ;m
932;ajagant ;n
933;ajagandh? ;f
934;ajagandhik? ;f
935;ajagara ;m
936;ajagar? ;f
937;ajagallik? ;f
938;ajagava ;m
939;ajagdha ;adj
940;ajaghanya ;adj
941;aja?gama ;adj
942;aja?a ;adj
943;aja?? ;f
944;aja?a ;n
945;aja?a ;adj
946;aja?? ;f
947;aja??k?ta ;adj
948;ajatva ;n
949;ajana ;m
950;ajana ;adj
951;ajana ;m
952;ajanaka ;adj
953;ajan?yik? ;f
954;ajanita ;adj
955;ajantujagdha ;adj
956;ajanman ;n
957;ajanmada ;adj
958;ajapant ;adj
959;ajapin ;adj
960;ajap? ;f
961;ajapa ;m
962;ajapa ;m
963;ajap?la ;m
964;ajapitv? ;ind
965;ajapriy? ;f
966;ajabindu ;m
967;ajabila ;mn
968;ajabhak?a ;mf
969;ajam?r? ;f
970;ajam?rik? ;f
971;ajam??ha ;m
972;ajamoda ;mn
973;ajamod? ;f
974;ajamodaka ;mn
975;ajamodik? ;f
976;ajaya ;adj
977;ajaya ;m
978;ajayya ;adj
979;ajara ;n
980;ajar? ;f
981;ajara ;adj
982;ajaraka ;mn
983;ajaratva ;n
984;ajar?k? ;8. ?.
985;ajaruh? ;f
986;ajarjara ;adj
987;ajarya ;n
988;ajarya ;adj
989;ajala ;n
990;ajala ;adj
991;ajal?da??? ;f
992;ajalom? ;f
993;ajalpant ;adj
994;ajalpam?na ;adj
995;ajava ;m
996;ajavaktra ;m
997;ajav?hana ;m
998;ajav?th? ;f
999;aja???g? ;f
1000;aja???gik? ;f
1001;ajastunda ;n
1002;ajasra ;adj
1003;ajasram ;ind
1004;ajah? ;f
1005;ajahnu ;m
1006;aj?kar?a ;m
1007;aj?k?? ;f
1008;aj?gar?ka ;adj
1009;aj?galastana ;m
1010;aj??gala ;adj
1011;aj?ji ;f
1012;aj?jika ;mn
1013;aj?ta ;m
1014;aj?ti ;f
1015;aj?ta ;adj
1016;aj?taka ;m
1017;aj?ta?atru ;m
1018;aj?tu?a ;adj
1019;aj?tya ;adj
1020;aj?dan? ;f
1021;aj?nant ;adj
1022;aj?n?na ;adj
1023;aj?ntr? ;f
1024;aj?mukh? ;f
1025;aj?rayant ;adj
1026;aj?rita ;adj
1027;aj?la ;n
1028;aj?vika ;n
1029;ajigh??su ;adj
1030;ajigh??sant ;adj
1031;ajighratva ;n
1032;ajij??sant ;adj
1033;ajit? ;f
1034;ajita ;m
1035;ajita ;adj
1036;ajit?tman ;adj
1037;ajitv? ;ind
1038;ajinin ;adj
1039;ajina ;m
1040;ajina ;n
1041;ajinapattrik? ;f
1042;ajinayoni ;m
1043;ajinavat? ;f
1044;ajira ;n
1045;ajira ;m
1046;ajih?sita ;adj
1047;ajih?r?? ;f
1048;ajihma ;adj
1049;ajihmaga ;m
1050;ajihva ;adj
1051;ajihvik? ;f
1052;aj?garta ;m
1053;aj?r?aka ;adj
1054;aj?r?a ;n
1055;aj?r?a ;adj
1056;aj?r?in ;adj
1057;aj?r?aka ;n
1058;aj?r?aka??aka ;m
1059;aj?va ;m
1060;aj?vant ;adj
1061;aj?va ;adj
1062;aj?vitum ;ind
1063;ajugupsant ;adj
1064;ajugupsu ;adj
1065;ajugupsita ;adj
1066;ajeya ;n
1067;ajeya ;adj
1068;aje?a ;m
1069;aje?vara ;n
1070;ajaikap?da ;n
1071;ajaikap?d ;m
1072;ajjuk? ;f
1073;aj?a ;adj
1074;aj?atva ;n
1075;aj?alika ;m
1076;aj??ti ;m
1077;aj??ta ;adj
1078;aj??t? ;adj
1079;aj??timant ;adj
1080;aj??tum ;ind
1081;aj??tv? ;ind
1082;aj??n? ;f
1083;aj??nin ;adj
1084;aj??na ;n
1085;aj??na ;adj
1086;aj??naka ;adj
1087;aj??natas ;ind
1088;aj??navant ;adj
1089;aj??paka ;adj
1090;aj??yam?na ;adj
1091;aj?eya ;adj
1092;ajye??ha ;adj
1093;ajye??hav?tti ;adj
1094;ajvara ;adj
1095;a? ;m
1096;a?ci ;m
1097;a?c ;1. P.
1098;a?c ;m
1099;a?cu ;m
1100;a?cati ;m
1101;a?cana ;n
1102;a?cay ;10. P.
1103;a?cala ;mn
1104;a?cita ;adj
1105;a?citabhr? ;f
1106;a?j ;7. ?.
1107;a?j? ;f
1108;a?ji ;m
1109;a?jas ;n
1110;a?jaka ;m
1111;a?jan? ;f
1112;a?jan? ;f
1113;a?jana ;n
1114;a?jana ;m
1115;a?janaka ;n
1116;a?janak? ;f
1117;a?janake?? ;f
1118;a?janat? ;f
1119;a?janatraya ;n
1120;a?janatritaya ;n
1121;a?janan?mik? ;f
1122;a?janaparvan ;m
1123;a?janam?laka ;m
1124;a?jan?di ;m
1125;a?jan?vat? ;f
1126;a?janik? ;f
1127;a?jay ;10. P.
1128;a?jali ;m
1129;a?jalik? ;f
1130;a?jalika ;mn
1131;a?jalik?ra ;m
1132;a?jalik?rik? ;f
1133;a?jalipu?a ;mn
1134;a?jas ;ind
1135;a?jas? ;ind
1136;a?jin?pati ;m
1137;a? ;m
1138;a? ;1. ?.
1139;a?ana ;adj
1140;a?ana ;n
1141;a?ar??aka ;m
1142;a?av? ;f
1143;a??a ;m
1144;a??ah?sin ;adj
1145;a??ah?sa ;mn
1146;a??ah?sin ;m
1147;a??ah?saka ;m
1148;a?????ah?sa ;m
1149;a???la ;m
1150;a???laka ;mn
1151;a???lakavant ;adj
1152;a?amara ;m
1153;a??acalla ;m
1154;a? ;m
1155;a?u ;m
1156;a?u ;adj
1157;a?? ;f
1158;a?aka ;adj
1159;a?iman ;mf
1160;a?i??ha ;adj
1161;a??m???avya ;m
1162;a??yas ;adj
1163;a?uka ;n
1164;a?uka ;adj
1165;a?ujyot?ya ;m
1166;a?ut? ;f
1167;a?utara ;adj
1168;a?utaila ;n
1169;a?um?trika ;adj
1170;a?umu??ika ;m
