#;Word;GRAM
1;a ;ind
2;aka ;n
3;akac ;m
4;aka?uka ;adj
5;aka??akin ;adj
6;aka??aka ;adj
7;aka??hya ;adj
8;akatthana ;adj
9;akattham?na ;adj
10;akatha ;m
11;akathana ;n
12;akathanakath? ;f
13;akathan?ya ;adj
14;akathayant ;adj
15;akathayam?na ;adj
16;akathita ;adj
17;akathya ;adj
18;akadarya ;adj
19;akani??ha ;m
20;akani??haka ;m
21;akany? ;f
22;akapi ;m
23;akapila ;adj
24;akapha ;adj
25;akampant ;adj
26;akampa ;adj
27;akampana ;adj
28;akampana ;m
29;akampan?ya ;adj
30;akampita ;adj
31;akampya ;adj
32;akara ;adj
33;akara?aka ;adj
34;akara?a ;adj
35;akara?a ;n
36;akara??ya ;adj
37;akar?la ;adj
38;akaru?a ;adj
39;akarkara ;m
40;akarka?a ;adj
41;akar?a ;adj
42;akar?adh?ra ;adj
43;akar?aviddhik? ;f
44;akar?ika ;adj
45;akart? ;adj
46;akart? ;m
47;akartavya ;adj
48;akartavyat? ;f
49;akartum ;ind
50;akart?ka ;adj
51;akardama ;adj
52;akarman ;adj
53;akarman ;n
54;akarmaka ;adj
55;akarma?ya ;adj
56;akal? ;f
57;akala ;adj
58;akala?ka ;adj
59;akalan? ;f
60;akalita ;adj
61;akalu?a ;adj
62;akalu?a ;n
63;akalu?atva ;n
64;akalka ;adj
65;akalpa ;adj
66;akalpita ;adj
67;akalma?a ;m
68;akalma?a ;adj
69;akalya ;adj
70;akaly??a ;adj
71;akavi ;adj
72;akavaca ;adj
73;aka??ya ;adj
74;aka??a ;adj
75;akasm?t ;ind
76;ak??k?in ;adj
77;ak???a ;adj
78;ak?tara ;adj
79;ak?nti ;f
80;ak?puru?a ;m
81;ak?min ;adj
82;ak?ma ;adj
83;ak?matas ;ind
84;ak?may?na ;adj
85;ak?mavant ;adj
86;ak?mahata ;adj
87;ak?mya ;adj
88;ak?ya ;adj
89;ak?ra ;m
90;ak?raka ;adj
91;ak?ra?a ;adj
92;ak?ra?a ;n
93;ak?ra?aka ;adj
94;ak?ra?avant ;adj
95;ak?rita ;adj
96;ak?ru?ya ;n
97;ak?rtsnya ;n
98;ak?rpa?ya ;n
99;ak?rya ;adj
100;ak?rya ;n
101;ak?ryaka ;adj
102;ak?la ;m
103;ak?la ;adj
104;ak?lika ;adj
105;ak?likam ;ind
106;ak?lya ;adj
107;ak???ha ;adj
108;aki?cana ;adj
109;aki?cana ;n
110;akilbi?a ;adj
111;aki?canavaca ;adj
112;aki?citkara ;adj
113;aki?citkarat? ;f
114;aki?citkaratva ;n
115;aki?citk?rin ;adj
116;ak?rti ;f
117;ak?rtana ;n
118;ak?rtita ;adj
119;aku?cita ;adj
120;aku?ila ;adj
121;aku??ima ;n
122;aku??ha ;adj
123;aku??hadhi??ya ;n
124;aku??hita ;adj
125;aku??ala ;adj
126;aku??alin ;adj
127;akuta?cit ;ind
128;akuta?cidbhaya ;adj
129;akutas ;ind
130;akutobhaya ;adj
131;akuts? ;f
132;akutsayant ;adj
133;akutsita ;adj
134;akut?hala ;adj
135;akuthita ;adj
136;akupita ;adj
137;akupya ;n
138;akupyant ;adj
139;akurvant ;adj
140;akurv??a ;adj
141;akula ;adj
142;akulaka ;adj
143;akul?na ;adj
144;aku?ala ;adj
145;aku?ala ;n
146;aku?alamati ;adj
147;aku?alam?la ;n
148;akus?da ;adj
149;akusuma ;adj
150;akuha ;adj
151;akuhaka ;m
152;ak?cchra ;mn
153;ak?ta ;adj
154;ak?ta ;n
155;ak?taka ;adj
156;ak?taghna ;adj
157;ak?taj?a ;adj
158;ak?tabuddhi ;adj
159;ak?tavra?a ;m
160;ak?t?tman ;adj
161;ak?t?rtha ;adj
162;ak?t??va ;m
163;ak?t?stra ;adj
164;ak?t?straka ;adj
165;ak?tika ;adj
166;ak?tya ;n
167;ak?tya ;adj
168;ak?trima ;adj
169;ak?tv? ;ind
170;ak?tsna ;adj
171;ak?pa?a ;adj
172;ak??a ;adj
173;ak??ant ;adj
174;ak??in ;adj
175;ak???a ;adj
176;ak???a ;m
177;ak???apacya ;m
178;ak???apacya ;adj
179;ak???a ;adj
180;ak??ya ;adj
181;aketana ;adj
182;akevala ;adj
183;ake?a ;adj
184;akaitava ;adj
185;akopana ;adj
186;akopayant ;adj
187;akomala ;adj
188;akovida ;adj
189;ako?a ;adj
190;akau?ala ;n
191;akau?alya ;n
192;ak?jant ;adj
193;ak?jana ;n
194;ak??a ;adj
195;ak??aka ;adj
196;aktaka ;adj
197;ak?p?ra ;m
198;ak?p?ra ;adj
199;akratu ;adj
200;akrama ;adj
201;akrama ;m
202;akravy?da ;adj
203;akriy? ;f
204;akriya ;adj
205;akriyaka ;adj
206;akriyam??a ;adj
207;akriy?vant ;adj
208;akr??ant ;adj
209;akr?ta ;adj
210;akruddha ;adj
211;akrudhyant ;adj
212;akret? ;adj
213;akrodha ;m
214;akrodha ;adj
215;akrodhana ;adj
216;akrodhana ;m
217;akr?ra ;m
218;akr?ra ;adj
219;akr?re?vara ;m
220;akl?nta ;adj
221;aklinna ;adj
222;aklinnavartman ;n
223;akli??a ;adj
224;akl?ba ;adj
225;akleda ;m
226;akledin ;adj
227;akledya ;adj
228;akle?a ;m
229;akvathita ;adj
230;ak?a ;adj
231;ak?i ;n
232;ak?? ;f
233;ak?a ;m
234;ak?a ;n
235;ak?a ;n
236;ak?a ;m
237;ak?a ;m
238;ak? ;m
239;ak?aka ;m
240;ak?aka ;mn
241;ak?agandhin? ;f
242;ak?acara?a ;m
243;ak?aja ;m
244;ak?a?a ;adj
245;ak?a?ika ;adj
246;ak?a?itva ;n
247;ak?ati ;f
248;ak?at? ;f
249;ak?ata ;adj
250;ak?ata ;mn
251;ak?at? ;f
252;ak?ata??ul? ;f
253;ak?atayoni ;f
254;ak?ataroga ;m
255;ak?atra ;adj
256;ak?atriya ;m
257;ak?ada??a ;m
258;ak?adh?rta ;m
259;ak?apa ;adj
260;ak?apa?ala ;n
261;ak?ap?da ;m
262;ak?apita ;adj
263;ak?ap??? ;f
264;ak?ap??a ;m
265;ak?aphala ;m
266;ak?abh?mi ;f
267;ak?amin ;adj
268;ak?am? ;f
269;ak?ama ;adj
270;ak?amam??a ;adj
271;ak?am?l? ;f
272;ak?am?vant ;adj
273;ak?aya ;m
274;ak?ayin ;adj
275;ak?aya ;adj
276;ak?ayagu?a ;m
277;ak?ayat? ;f
278;ak?ayat?t?yak? ;f
279;ak?ayava?a ;m
280;ak?ayya ;n
281;ak?ayya ;adj
282;ak?ara ;adj
283;ak?arin ;adj
284;ak?ara ;n
285;ak?ar? ;f
286;ak?ara ;m
287;ak?ara ;adj
288;ak?aramu??ik? ;f
289;ak?avat? ;f
290;ak?astu?a ;m
291;ak?as?tra ;n
292;ak?ah?daya ;n
293;ak??nta ;adj
294;ak??nti ;f
295;ak??ma ;adj
296;ak??ra ;adj
297;ak??ralava?a ;n
298;ak??lita ;adj
299;ak?ika ;m
300;ak?iko?a ;m
301;ak?ik??a ;n
302;ak?igata ;adj
303;ak?i?vant ;adj
304;ak?it? ;f
305;ak?ita ;adj
306;ak?ip?k?tyaya ;m
307;ak?ip?lu ;m
308;ak?ibhe?aja ;mn
309;ak?ibhai?ajya ;n
